CELLNAME;NumSteps;InnerRadius;OuterRadius;LATITUDE;LONGITUDE;ANT_HEIGHT;ANT_AZIMUTH
4A42X038_98;5;0;120;36.64426;2.70474;30;180
4A42X038_99;5;0;120;36.64426;2.70474;30;290
4A42X039_100;5;0;120;36.665939;2.751839;30;100
4A42X039_97;5;0;120;36.665939;2.751839;30;30
4A42X039_98;5;0;120;36.665939;2.751839;30;210
4A42X039_99;5;0;120;36.665939;2.751839;30;270
4A42X040_97;5;0;120;36.63764;2.71003;30;40
4A42X040_98;5;0;120;36.63764;2.71003;30;150
4A42X040_99;5;0;120;36.63764;2.71003;30;220
4A42X041_97;5;0;120;36.6262;2.65911;30;90
4A42X041_98;5;0;120;36.6262;2.65911;30;220
4A42X042_97;5;0;120;36.60814;2.18878;30;80
4A42X042_98;5;0;120;36.60814;2.18878;30;150
4A42X042_99;5;0;120;36.60814;2.18878;30;220
4A42X043_97;5;0;120;36.6013;2.1808;30;50
4A42X043_98;5;0;120;36.6013;2.1808;30;150
4A42X043_99;5;0;120;36.6013;2.1808;30;250
4A42X046_97;5;0;120;36.641719;2.355081;30;100
4A42X046_98;5;0;120;36.641719;2.355081;30;250
4A42X047_97;5;0;120;36.61022;2.21816;30;80
4A42X047_98;5;0;120;36.61022;2.21816;30;270
4A42X048_97;5;0;120;36.604331;2.407631;30;140
4A42X048_98;5;0;120;36.604331;2.407631;30;320
4A42X063_97;5;0;120;36.6706;2.735811;30;80
4A42X063_98;5;0;120;36.6706;2.735811;30;270
4A42X064_97;5;0;120;36.5998;2.59936;30;90
4A42X064_98;5;0;120;36.5998;2.59936;30;170
4A42X064_99;5;0;120;36.5998;2.59936;30;260
4A42X065_97;5;0;120;36.56228;2.33417;30;90
4A42X065_98;5;0;120;36.56228;2.33417;30;320
4A42X066_97;5;0;120;36.5774;2.24843;30;30
4A42X066_98;5;0;120;36.5774;2.24843;30;300
4A42X067_100;5;0;120;36.635511;2.767169;30;280
4A42X067_97;5;0;120;36.635511;2.767169;30;0
4A42X067_98;5;0;120;36.635511;2.767169;30;90
4A42X067_99;5;0;120;36.635511;2.767169;30;210
4A42X070_100;5;0;120;36.64128;2.68792;30;300
4A42X070_97;5;0;120;36.64128;2.68792;30;10
4A42X070_98;5;0;120;36.64128;2.68792;30;100
4A42X070_99;5;0;120;36.64128;2.68792;30;190
4A42X071_97;5;0;120;36.57123;1.8963;30;60
4A42X071_98;5;0;120;36.57123;1.8963;30;150
4A42X071_99;5;0;120;36.57123;1.8963;30;240
4A42X072_97;5;0;120;36.54893;1.70866;30;0
4A42X072_98;5;0;120;36.54893;1.70866;30;90
4A42X072_99;5;0;120;36.54893;1.70866;30;270
4A42X076_97;5;0;120;36.61111;2.19853;30;110
4A42X076_98;5;0;120;36.61111;2.19853;30;230
4A42X078_97;5;0;120;36.585269;2.448739;30;65
4A42X078_98;5;0;120;36.585269;2.448739;30;190
4A42X078_99;5;0;120;36.585269;2.448739;30;300
4A42X080_97;5;0;120;36.647739;2.746311;30;100
4A42X080_98;5;0;120;36.647739;2.746311;30;250
4A42X080_99;5;0;120;36.647739;2.746311;30;350
4A42X084_97;5;0;120;36.503;1.84745;30;60
4A42X084_98;5;0;120;36.503;1.84745;30;210
4A42X084_99;5;0;120;36.503;1.84745;30;300
4A42X085_97;5;0;120;36.5085;2.06657;30;60
4A42X085_98;5;0;120;36.5085;2.06657;30;180
4A42X085_99;5;0;120;36.5085;2.06657;30;300
4A42X086_97;5;0;120;36.648489;2.76355;30;20
4A42X086_98;5;0;120;36.648489;2.76355;30;160
4A42X086_99;5;0;120;36.648489;2.76355;30;290
4A42X087_100;5;0;120;36.639931;2.774839;30;60
4A42X087_97;5;0;120;36.639931;2.774839;30;0
4A42X087_98;5;0;120;36.639931;2.774839;30;130
4A42X087_99;5;0;120;36.639931;2.774839;30;240
4A42X089_97;5;0;120;36.4422;1.7172;30;240
4A42X089_98;5;0;120;36.4422;1.7172;30;330
4A42X090_100;5;0;120;36.51657;2.41133;30;240
4A42X090_97;5;0;120;36.51657;2.41133;30;40
4A42X090_98;5;0;120;36.51657;2.41133;30;160
4A42X090_99;5;0;120;36.51657;2.41133;30;300
4A42X091_100;5;0;120;36.62453;2.79594;30;210
4A42X091_97;5;0;120;36.62453;2.79594;30;30
4A42X091_98;5;0;120;36.62453;2.79594;30;120
4A42X091_99;5;0;120;36.62453;2.79594;30;270
4A42X092_97;5;0;120;36.6386;2.7345;30;60
4A42X092_98;5;0;120;36.6386;2.7345;30;150
4A42X092_99;5;0;120;36.6386;2.7345;30;300
4A42X093_97;5;0;120;36.633619;2.687981;30;0
4A42X093_98;5;0;120;36.633619;2.687981;30;120
4A42X093_99;5;0;120;36.633619;2.687981;30;270
4A42X096_97;5;0;120;36.50894;2.4444;30;0
4A42X096_98;5;0;120;36.50894;2.4444;30;120
4A42X096_99;5;0;120;36.50894;2.4444;30;240
4A42X097_97;5;0;120;36.51475;2.41864;30;30
4A42X097_98;5;0;120;36.51475;2.41864;30;180
4A42X097_99;5;0;120;36.51475;2.41864;30;300
4A42X098_97;5;0;120;36.6122;2.75095;30;80
4A42X098_98;5;0;120;36.6122;2.75095;30;230
4A42X098_99;5;0;120;36.6122;2.75095;30;340
4A42X099_97;5;0;120;36.6022;2.6674;30;40
4A42X099_98;5;0;120;36.6022;2.6674;30;260
4A42X100_97;5;0;120;36.65309;2.7505;30;90
4A42X100_98;5;0;120;36.65309;2.7505;30;240
4A42X100_99;5;0;120;36.65309;2.7505;30;330
4A42X102_97;5;0;120;36.655;2.7802;30;30
4A42X102_98;5;0;120;36.655;2.7802;30;100
4A42X102_99;5;0;120;36.655;2.7802;30;240
4A42X107_97;5;0;120;36.58372;2.12134;30;80
4A42X107_98;5;0;120;36.58372;2.12134;30;180
4A42X108_97;5;0;120;36.65005;2.7385;30;110
4A42X108_98;5;0;120;36.65005;2.7385;30;230
4A42X108_99;5;0;120;36.65005;2.7385;30;350
4A42X111_97;5;0;120;36.60652;2.20035;30;0
4A42X111_98;5;0;120;36.60652;2.20035;30;260
4A42X112_97;5;0;120;36.6056;2.19178;30;30
4A42X112_98;5;0;120;36.6056;2.19178;30;120
4A42X112_99;5;0;120;36.6056;2.19178;30;240
4A42X114_97;5;0;120;36.4954;2.2495;30;70
4A42X114_98;5;0;120;36.4954;2.2495;30;260
4A42X115_97;5;0;120;36.5375;2.39111;30;30
4A42X115_98;5;0;120;36.5375;2.39111;30;140
4A42X115_99;5;0;120;36.5375;2.39111;30;240
4A42X117_97;5;0;120;36.47705;2.42631;30;0
4A42X117_98;5;0;120;36.47705;2.42631;30;130
4A42X117_99;5;0;120;36.47705;2.42631;30;200
4A42X118_100;5;0;120;36.5908;2.1784;30;305
4A42X118_97;5;0;120;36.5908;2.1784;30;50
4A42X118_98;5;0;120;36.5908;2.1784;30;140
4A42X118_99;5;0;120;36.5908;2.1784;30;220
4A42X121_97;5;0;120;36.51781;2.41973;30;30
4A42X121_98;5;0;120;36.51781;2.41973;30;140
4A42X121_99;5;0;120;36.51781;2.41973;30;270
4A42X122_97;5;0;120;36.4899;2.5021;30;0
4A42X122_98;5;0;120;36.4899;2.5021;30;120
4A42X122_99;5;0;120;36.4899;2.5021;30;270
4A42X123_97;5;0;120;36.4724;2.56683;30;20
4A42X123_98;5;0;120;36.4724;2.56683;30;140
4A42X123_99;5;0;120;36.4724;2.56683;30;300
4A42X124_97;5;0;120;36.561;2.52405;30;60
4A42X124_98;5;0;120;36.561;2.52405;30;180
4A42X124_99;5;0;120;36.561;2.52405;30;270
4A42X125_100;5;0;120;36.6504;2.766411;30;70
4A42X125_97;5;0;120;36.6504;2.766411;30;130
4A42X125_98;5;0;120;36.6504;2.766411;30;240
4A42X125_99;5;0;120;36.6504;2.766411;30;330
4A42X127_97;5;0;120;36.4977;2.32943;30;60
4A42X127_98;5;0;120;36.4977;2.32943;30;180
4A42X127_99;5;0;120;36.4977;2.32943;30;300
4A42X128_99;5;0;120;36.6451;2.75715;30;240
4A42X130_97;5;0;120;36.57205;2.63753;30;100
4A42X130_98;5;0;120;36.57205;2.63753;30;240
4A42X130_99;5;0;120;36.57205;2.63753;30;340
4A42X132_97;5;0;120;36.6209;2.8121;30;40
4A42X132_98;5;0;120;36.6209;2.8121;30;130
4A42X132_99;5;0;120;36.6209;2.8121;30;270
4A42X133_97;5;0;120;36.49751;2.47825;30;20
4A42X133_98;5;0;120;36.49751;2.47825;30;120
4A42X133_99;5;0;120;36.49751;2.47825;30;240
4A42X141_97;5;0;120;36.631356;2.696997;30;60
4A42X141_98;5;0;120;36.631356;2.696997;30;190
4A42X141_99;5;0;120;36.631356;2.696997;30;260
4A42X142_97;5;0;120;36.59886;2.7719;30;40
4A42X142_98;5;0;120;36.59886;2.7719;30;140
4A42X142_99;5;0;120;36.59886;2.7719;30;300
4A42X145_97;5;0;120;36.6408;2.7453;30;0
4A42X145_98;5;0;120;36.6408;2.7453;30;70
4A42X145_99;5;0;120;36.6408;2.7453;30;230
4A42X146_97;5;0;120;36.6301;2.706311;30;30
4A42X146_98;5;0;120;36.6301;2.706311;30;130
4A42X146_99;5;0;120;36.6301;2.706311;30;270
4A42X147_97;5;0;120;36.5985;2.72824;30;70
4A42X147_98;5;0;120;36.5985;2.72824;30;220
4A42X147_99;5;0;120;36.5985;2.72824;30;320
4A42X148_97;5;0;120;36.6004;2.6075;30;20
4A42X148_98;5;0;120;36.6004;2.6075;30;260
4A42X153_97;5;0;120;36.5162;2.5541;30;0
4A42X153_98;5;0;120;36.5162;2.5541;30;120
4A42X153_99;5;0;120;36.5162;2.5541;30;240
4A42X155_97;5;0;120;36.5729;2.49943;30;0
4A42X155_98;5;0;120;36.5729;2.49943;30;80
4A42X155_99;5;0;120;36.5729;2.49943;30;260
4A42X156_97;5;0;120;36.5763;2.5718;30;80
4A42X156_98;5;0;120;36.5763;2.5718;30;270
4A42X157_97;5;0;120;36.589535;2.618638;30;60
4A42X157_98;5;0;120;36.589535;2.618638;30;260
4A42X158_97;5;0;120;36.6392;2.7901;30;40
4A42X158_98;5;0;120;36.6392;2.7901;30;250
4A42X158_99;5;0;120;36.6392;2.7901;30;330
4A42X159_97;5;0;120;36.5788;2.4647;30;20
4A42X159_98;5;0;120;36.5788;2.4647;30;120
4A42X159_99;5;0;120;36.5788;2.4647;30;290
4A42X164_97;5;0;120;36.5874;2.1775;30;140
4A42X164_98;5;0;120;36.5874;2.1775;30;255
4A42X164_99;5;0;120;36.5874;2.1775;30;340
4A42X168_97;5;0;120;36.63181;2.6794;30;70
4A42X168_98;5;0;120;36.63181;2.6794;30;240
4A42X168_99;5;0;120;36.63181;2.6794;30;350
4A42X171_100;5;0;120;36.5108;2.41791;30;320
4A42X171_97;5;0;120;36.5108;2.41791;30;60
4A42X171_98;5;0;120;36.5108;2.41791;30;150
4A42X171_99;5;0;120;36.5108;2.41791;30;230
4A42X173_97;5;0;120;36.6646;2.7974;30;50
4A42X173_98;5;0;120;36.6646;2.7974;30;240
4A42X173_99;5;0;120;36.6646;2.7974;30;340
4A42X174_97;5;0;120;36.6442;2.7913;30;90
4A42X174_98;5;0;120;36.6442;2.7913;30;160
4A42X174_99;5;0;120;36.6442;2.7913;30;310
4A42X175_100;5;0;120;36.5862;2.4595;30;280
4A42X175_97;5;0;120;36.5862;2.4595;30;0
4A42X175_98;5;0;120;36.5862;2.4595;30;80
4A42X175_99;5;0;120;36.5862;2.4595;30;160
4A42X177_97;5;0;120;36.6125;2.2627;30;20
4A42X177_98;5;0;120;36.6125;2.2627;30;210
4A42X177_99;5;0;120;36.6125;2.2627;30;300
4A42X178_100;5;0;120;36.646003;2.73229;30;320
4A42X178_97;5;0;120;36.646003;2.73229;30;50
4A42X178_98;5;0;120;36.646003;2.73229;30;130
4A42X178_99;5;0;120;36.646003;2.73229;30;230
4A42X179_100;5;0;120;36.62847;2.690306;30;100
4A42X179_97;5;0;120;36.62847;2.690306;30;0
4A42X179_98;5;0;120;36.62847;2.690306;30;190
4A42X179_99;5;0;120;36.62847;2.690306;30;270
4A42X181_97;5;0;120;36.6505;2.7577;30;80
4A42X181_98;5;0;120;36.6505;2.7577;30;180
4A42X181_99;5;0;120;36.6505;2.7577;30;330
4A42X182_97;5;0;120;36.62467;2.78153;30;0
4A42X182_98;5;0;120;36.62467;2.78153;30;100
4A42X182_99;5;0;120;36.62467;2.78153;30;210
4A42X183_97;5;0;120;36.5855;2.4701;30;110
4A42X183_98;5;0;120;36.5855;2.4701;30;230
4A42X183_99;5;0;120;36.5855;2.4701;30;310
4A42X186_97;5;0;120;36.62451;2.27321;30;50
4A42X186_98;5;0;120;36.62451;2.27321;30;190
4A42X186_99;5;0;120;36.62451;2.27321;30;300
4A44X004_97;5;0;120;36.2657;1.9753;30;40
4A44X004_98;5;0;120;36.2657;1.9753;30;180
4A44X004_99;5;0;120;36.2657;1.9753;30;300
4A44X013_97;5;0;120;36.32925;2.3017;30;0
4A44X013_99;5;0;120;36.32925;2.3017;30;210
4A44X014_97;5;0;120;36.3722;2.4816;30;80
4A44X014_98;5;0;120;36.3722;2.4816;30;150
4A44X014_99;5;0;120;36.3722;2.4816;30;230
4A44X017_97;5;0;120;36.29275;2.06979;30;60
4A44X017_99;5;0;120;36.29275;2.06979;30;300
4A44X019_97;5;0;120;36.169211;1.933511;30;50
4A44X019_98;5;0;120;36.169211;1.933511;30;170
4A44X019_99;5;0;120;36.169211;1.933511;30;270
4A44X027_98;5;0;120;36.24718;2.29934;30;130
4A44X030_97;5;0;120;36.17905;2.22832;30;20
4A44X030_99;5;0;120;36.17905;2.22832;30;200
4A44X072_97;5;0;120;36.27291;1.64964;30;90
4A44X072_98;5;0;120;36.27291;1.64964;30;210
4A44X090_97;5;0;120;36.22025;1.88581;30;20
4A44X090_98;5;0;120;36.22025;1.88581;30;300
4A44X093_98;5;0;120;36.26108;2.22511;30;160
4A44X103_97;5;0;120;36.1698;2.01201;30;20
4A44X103_98;5;0;120;36.1698;2.01201;30;150
4A44X103_99;5;0;120;36.1698;2.01201;30;300
4A44X109_97;5;0;120;36.2195;2.4218;30;180
4A44X109_98;5;0;120;36.2195;2.4218;30;260
4A44X109_99;5;0;120;36.2195;2.4218;30;330
4A44X111_98;5;0;120;36.15816;1.83749;30;120
4A44X111_99;5;0;120;36.15816;1.83749;30;270
4A44X113_97;5;0;120;36.304331;1.8449;30;0
4A44X113_98;5;0;120;36.304331;1.8449;30;110
4A44X113_99;5;0;120;36.304331;1.8449;30;240
4A44X124_98;5;0;120;36.2652;2.1657;30;210
4A44X129_97;5;0;120;36.3091;2.2392;30;110
4A44X129_98;5;0;120;36.3091;2.2392;30;180
4A44X129_99;5;0;120;36.3091;2.2392;30;270
4A44X141_97;5;0;120;36.2494;2.2956;30;50
4A44X141_98;5;0;120;36.2494;2.2956;30;200
4A44X141_99;5;0;120;36.2494;2.2956;30;310
4A44X144_98;5;0;120;36.3117;1.8573;30;190
4A44X144_99;5;0;120;36.3117;1.8573;30;270
4A44X154_97;5;0;120;36.2597;2.2381;30;60
4A44X154_99;5;0;120;36.2597;2.2381;30;270
4A44X179_97;5;0;120;36.11226;1.73978;30;70
4A44X179_99;5;0;120;36.11226;1.73978;30;340
4C04X001_97;5;0;120;35.875;7.10436;30;50
4C04X001_98;5;0;120;35.875;7.10436;30;160
4C04X001_99;5;0;120;35.875;7.10436;30;250
4C04X002_97;5;0;120;35.8753;7.1487;30;30
4C04X002_98;5;0;120;35.8753;7.1487;30;100
4C04X002_99;5;0;120;35.8753;7.1487;30;220
4C04X003_97;5;0;120;35.8755;7.12055;30;50
4C04X003_98;5;0;120;35.8755;7.12055;30;180
4C04X003_99;5;0;120;35.8755;7.12055;30;320
4C04X004_97;5;0;120;35.7993;7.37744;30;60
4C04X004_98;5;0;120;35.7993;7.37744;30;190
4C04X004_99;5;0;120;35.7993;7.37744;30;260
4C04X005_97;5;0;120;35.79599;7.39651;30;10
4C04X005_98;5;0;120;35.79599;7.39651;30;170
4C04X005_99;5;0;120;35.79599;7.39651;30;270
4C04X006_97;5;0;120;36.03499;6.57359;30;40
4C04X006_98;5;0;120;36.03499;6.57359;30;180
4C04X006_99;5;0;120;36.03499;6.57359;30;300
4C04X007_97;5;0;120;36.043983;6.562022;30;0
4C04X007_98;5;0;120;36.043983;6.562022;30;120
4C04X007_99;5;0;120;36.043983;6.562022;30;250
4C04X008_97;5;0;120;35.96797;6.87123;30;20
4C04X008_98;5;0;120;35.96797;6.87123;30;100
4C04X008_99;5;0;120;35.96797;6.87123;30;280
4C04X009_97;5;0;120;35.9251;6.6984;30;70
4C04X009_98;5;0;120;35.9251;6.6984;30;160
4C04X009_99;5;0;120;35.9251;6.6984;30;250
4C04X010_97;5;0;120;35.86372;6.49672;30;10
4C04X010_98;5;0;120;35.86372;6.49672;30;130
4C04X010_99;5;0;120;35.86372;6.49672;30;240
4C04X011_97;5;0;120;35.6311;7.667;30;110
4C04X011_98;5;0;120;35.6311;7.667;30;220
4C04X011_99;5;0;120;35.6311;7.667;30;330
4C04X012_97;5;0;120;35.8976;6.38961;30;90
4C04X012_98;5;0;120;35.8976;6.38961;30;210
4C04X012_99;5;0;120;35.8976;6.38961;30;310
4C04X013_97;5;0;120;35.6633;7.29752;30;55
4C04X013_98;5;0;120;35.6633;7.29752;30;170
4C04X013_99;5;0;120;35.6633;7.29752;30;270
4C04X014_97;5;0;120;35.91825;7.37062;30;30
4C04X014_98;5;0;120;35.91825;7.37062;30;190
4C04X014_99;5;0;120;35.91825;7.37062;30;315
4C04X015_97;5;0;120;36.08557;7.2597;30;125
4C04X015_98;5;0;120;36.08557;7.2597;30;265
4C04X016_97;5;0;120;36.1214;6.78538;30;20
4C04X016_98;5;0;120;36.1214;6.78538;30;88
4C04X016_99;5;0;120;36.1214;6.78538;30;290
4C04X017_97;5;0;120;35.93517;7.18499;30;25
4C04X017_98;5;0;120;35.93517;7.18499;30;181
4C04X017_99;5;0;120;35.93517;7.18499;30;290
4C04X018_97;5;0;120;35.93793;6.74166;30;30
4C04X018_98;5;0;120;35.93793;6.74166;30;140
4C04X018_99;5;0;120;35.93793;6.74166;30;250
4C04X021_97;5;0;120;35.87344;7.113583;30;0
4C04X021_98;5;0;120;35.87344;7.113583;30;120
4C04X021_99;5;0;120;35.87344;7.113583;30;240
4C04X022_97;5;0;120;35.8765;7.09204;30;10
4C04X022_98;5;0;120;35.8765;7.09204;30;150
4C04X022_99;5;0;120;35.8765;7.09204;30;280
4C04X023_97;5;0;120;35.7969;7.38809;30;60
4C04X023_98;5;0;120;35.7969;7.38809;30;200
4C04X023_99;5;0;120;35.7969;7.38809;30;300
4C04X024_97;5;0;120;36.0367;6.56353;30;40
4C04X024_98;5;0;120;36.0367;6.56353;30;155
4C04X024_99;5;0;120;36.0367;6.56353;30;320
4C04X025_97;5;0;120;35.9738;6.8733;30;0
4C04X025_98;5;0;120;35.9738;6.8733;30;120
4C04X025_99;5;0;120;35.9738;6.8733;30;266
4C04X026_97;5;0;120;35.46268;7.54615;30;30
4C04X026_98;5;0;120;35.46268;7.54615;30;140
4C04X026_99;5;0;120;35.46268;7.54615;30;270
4C04X027_97;5;0;120;36.07947;6.46976;30;15
4C04X027_98;5;0;120;36.07947;6.46976;30;120
4C04X027_99;5;0;120;36.07947;6.46976;30;290
4C04X028_97;5;0;120;36.04053;6.57347;30;40
4C04X028_98;5;0;120;36.04053;6.57347;30;180
4C04X028_99;5;0;120;36.04053;6.57347;30;280
4C04X029_97;5;0;120;35.9718;6.8693;30;0
4C04X029_98;5;0;120;35.9718;6.8693;30;110
4C04X029_99;5;0;120;35.9718;6.8693;30;250
4C04X030_97;5;0;120;36.03228;6.57811;30;150
4C04X030_98;5;0;120;36.03228;6.57811;30;240
4C04X030_99;5;0;120;36.03228;6.57811;30;340
4C04X031_97;5;0;120;35.78827;7.39316;30;10
4C04X031_98;5;0;120;35.78827;7.39316;30;130
4C04X031_99;5;0;120;35.78827;7.39316;30;260
4C04X032_97;5;0;120;35.90706;6.63516;30;245
4C04X032_98;5;0;120;35.90706;6.63516;30;330
4C04X033_97;5;0;120;35.96979;6.8753;30;0
4C04X033_98;5;0;120;35.96979;6.8753;30;130
4C04X033_99;5;0;120;35.96979;6.8753;30;250
4C04X034_97;5;0;120;36.03173;6.56745;30;0
4C04X034_98;5;0;120;36.03173;6.56745;30;140
4C04X034_99;5;0;120;36.03173;6.56745;30;230
4C04X035_97;5;0;120;35.8707;7.12325;30;0
4C04X035_98;5;0;120;35.8707;7.12325;30;100
4C04X035_99;5;0;120;35.8707;7.12325;30;240
4C04X036_100;5;0;120;35.80243;7.39588;30;60
4C04X036_97;5;0;120;35.80243;7.39588;30;130
4C04X036_98;5;0;120;35.80243;7.39588;30;230
4C04X036_99;5;0;120;35.80243;7.39588;30;330
4C04X037_97;5;0;120;35.79096;7.38398;30;20
4C04X037_98;5;0;120;35.79096;7.38398;30;120
4C04X037_99;5;0;120;35.79096;7.38398;30;250
4C04X038_97;5;0;120;35.89498;6.29295;30;80
4C04X038_98;5;0;120;35.89498;6.29295;30;210
4C04X038_99;5;0;120;35.89498;6.29295;30;320
4C04X039_97;5;0;120;36.04315;6.56939;30;20
4C04X039_98;5;0;120;36.04315;6.56939;30;160
4C04X039_99;5;0;120;36.04315;6.56939;30;266
4C04X040_97;5;0;120;35.87099;7.10963;30;0
4C04X040_98;5;0;120;35.87099;7.10963;30;130
4C04X040_99;5;0;120;35.87099;7.10963;30;260
4C04X041_97;5;0;120;35.97852;6.8708;30;120
4C04X041_98;5;0;120;35.97852;6.8708;30;220
4C04X041_99;5;0;120;35.97852;6.8708;30;330
4C04X042_97;5;0;120;35.79542;7.37896;30;10
4C04X042_98;5;0;120;35.79542;7.37896;30;180
4C04X042_99;5;0;120;35.79542;7.37896;30;270
4C04X043_100;5;0;120;35.80112;7.38468;30;330
4C04X043_97;5;0;120;35.80112;7.38468;30;60
4C04X043_98;5;0;120;35.80112;7.38468;30;150
4C04X043_99;5;0;120;35.80112;7.38468;30;270
4C04X044_97;5;0;120;35.80021;7.39286;30;70
4C04X044_98;5;0;120;35.80021;7.39286;30;180
4C04X044_99;5;0;120;35.80021;7.39286;30;320
4C04X045_97;5;0;120;35.89376;6.39372;30;0
4C04X045_98;5;0;120;35.89376;6.39372;30;80
4C04X045_99;5;0;120;35.89376;6.39372;30;230
4C04X046_97;5;0;120;35.92377;6.70518;30;85
4C04X046_98;5;0;120;35.92377;6.70518;30;180
4C04X046_99;5;0;120;35.92377;6.70518;30;330
4C04X047_97;5;0;120;35.92457;6.69298;30;0
4C04X047_98;5;0;120;35.92457;6.69298;30;140
4C04X047_99;5;0;120;35.92457;6.69298;30;270
4C04X048_97;5;0;120;35.97448;6.86698;30;20
4C04X048_98;5;0;120;35.97448;6.86698;30;120
4C04X048_99;5;0;120;35.97448;6.86698;30;240
4C04X050_97;5;0;120;35.96694;6.87505;30;100
4C04X050_98;5;0;120;35.96694;6.87505;30;260
4C04X050_99;5;0;120;35.96694;6.87505;30;340
4C04X051_97;5;0;120;35.79154;7.393;30;10
4C04X051_98;5;0;120;35.79154;7.393;30;150
4C04X051_99;5;0;120;35.79154;7.393;30;270
4C04X052_97;5;0;120;35.78676;7.3884;30;50
4C04X052_98;5;0;120;35.78676;7.3884;30;140
4C04X052_99;5;0;120;35.78676;7.3884;30;240
4C04X053_97;5;0;120;35.8793;7.09918;30;30
4C04X053_98;5;0;120;35.8793;7.09918;30;200
4C04X053_99;5;0;120;35.8793;7.09918;30;290
4C04X054_97;5;0;120;36.08157;7.25887;30;50
4C04X054_98;5;0;120;36.08157;7.25887;30;140
4C04X054_99;5;0;120;36.08157;7.25887;30;260
4C04X055_97;5;0;120;35.8705;7.1295;30;130
4C04X055_98;5;0;120;35.8705;7.1295;30;220
4C04X055_99;5;0;120;35.8705;7.1295;30;330
4C04X056_97;5;0;120;35.62935;7.661;30;80
4C04X056_98;5;0;120;35.62935;7.661;30;190
4C04X056_99;5;0;120;35.62935;7.661;30;330
4C04X057_97;5;0;120;35.66237;6.935;30;90
4C04X057_98;5;0;120;35.66237;6.935;30;260
4C04X057_99;5;0;120;35.66237;6.935;30;350
4C04X059_97;5;0;120;35.7939;7.40017;30;25
4C04X059_98;5;0;120;35.7939;7.40017;30;120
4C04X059_99;5;0;120;35.7939;7.40017;30;200
4C04X060_97;5;0;120;35.83677;7.271095;30;20
4C04X060_98;5;0;120;35.83677;7.271095;30;120
4C04X060_99;5;0;120;35.83677;7.271095;30;250
4C04X065_97;5;0;120;36.03362;6.66777;30;69
4C04X065_98;5;0;120;36.03362;6.66777;30;220
4C04X065_99;5;0;120;36.03362;6.66777;30;328
4C04X066_97;5;0;120;35.57149;7.34933;30;35
4C04X066_98;5;0;120;35.57149;7.34933;30;185
4C04X066_99;5;0;120;35.57149;7.34933;30;310
4C04X067_97;5;0;120;36.103;6.93422;30;60
4C04X067_98;5;0;120;36.103;6.93422;30;200
4C04X067_99;5;0;120;36.103;6.93422;30;300
4C04X068_100;5;0;120;36.054339;6.572962;30;340
4C04X068_97;5;0;120;36.054339;6.572962;30;50
4C04X068_98;5;0;120;36.054339;6.572962;30;120
4C04X068_99;5;0;120;36.054339;6.572962;30;230
4C04X069_97;5;0;120;35.62833;7.67102;30;75
4C04X069_98;5;0;120;35.62833;7.67102;30;240
4C04X069_99;5;0;120;35.62833;7.67102;30;345
4C04X070_97;5;0;120;36.03653;7.00218;30;0
4C04X070_98;5;0;120;36.03653;7.00218;30;90
4C04X070_99;5;0;120;36.03653;7.00218;30;200
4C04X071_97;5;0;120;35.77627;7.67399;30;60
4C04X071_98;5;0;120;35.77627;7.67399;30;160
4C04X071_99;5;0;120;35.77627;7.67399;30;260
4C04X072_97;5;0;120;35.6718;7.52846;30;50
4C04X072_98;5;0;120;35.6718;7.52846;30;240
4C04X073_97;5;0;120;35.62949;7.78067;30;20
4C04X073_98;5;0;120;35.62949;7.78067;30;143
4C04X073_99;5;0;120;35.62949;7.78067;30;250
4C04X074_97;5;0;120;35.78648;7.53647;30;110
4C04X074_98;5;0;120;35.78648;7.53647;30;240
4C04X074_99;5;0;120;35.78648;7.53647;30;350
4C04X075_97;5;0;120;35.77563;7.50927;30;100
4C04X075_98;5;0;120;35.77563;7.50927;30;290
4C04X076_100;5;0;120;35.93488;6.95946;30;50
4C04X076_97;5;0;120;35.93488;6.95946;30;110
4C04X076_98;5;0;120;35.93488;6.95946;30;210
4C04X076_99;5;0;120;35.93488;6.95946;30;310
4C04X078_97;5;0;120;35.9152;7.37507;30;17
4C04X078_98;5;0;120;35.9152;7.37507;30;175
4C04X078_99;5;0;120;35.9152;7.37507;30;290
4C04X079_97;5;0;120;35.86846;7.1205;30;70
4C04X079_98;5;0;120;35.86846;7.1205;30;180
4C04X079_99;5;0;120;35.86846;7.1205;30;280
4C04X080_97;5;0;120;35.94116;7.18759;30;70
4C04X080_98;5;0;120;35.94116;7.18759;30;170
4C04X080_99;5;0;120;35.94116;7.18759;30;300
4C04X081_97;5;0;120;35.80484;7.39236;30;40
4C04X081_98;5;0;120;35.80484;7.39236;30;160
4C04X081_99;5;0;120;35.80484;7.39236;30;260
4C04X082_97;5;0;120;36.01351;6.59808;30;120
4C04X082_98;5;0;120;36.01351;6.59808;30;220
4C04X082_99;5;0;120;36.01351;6.59808;30;320
4C04X083_97;5;0;120;35.80337;7.37805;30;60
4C04X083_98;5;0;120;35.80337;7.37805;30;130
4C04X083_99;5;0;120;35.80337;7.37805;30;270
4C04X084_97;5;0;120;35.7896;7.38975;30;150
4C04X084_98;5;0;120;35.7896;7.38975;30;250
4C04X084_99;5;0;120;35.7896;7.38975;30;340
4C04X086_97;5;0;120;35.78593;7.04342;30;40
