CELLNAME;NumSteps;InnerRadius;OuterRadius;LATITUDE;LONGITUDE;ANT_HEIGHT;ANT_AZIMUTH
4A16X406_5;5;0;60;36.64739;3.07236;38;90
4A16X406_6;5;0;60;36.64739;3.07236;38;260
4A16X406_93;5;0;60;36.64739;3.07236;38;260
4A16X407_11;5;0;60;36.654761;3.147669;38;250
4A16X407_4;5;0;60;36.654761;3.147669;38;80
4A16X407_5;5;0;60;36.654761;3.147669;38;170
4A16X407_6;5;0;60;36.654761;3.147669;38;250
4A16X407_92;5;0;60;36.654761;3.147669;38;170
4A16X407_93;5;0;60;36.654761;3.147669;38;250
4A16X411_11;5;0;60;36.71343;3.15724;38;90
4A16X411_4;5;0;60;36.71343;3.15724;38;50
4A16X411_5;5;0;60;36.71343;3.15724;38;180
4A16X411_6;5;0;60;36.71343;3.15724;38;270
4A16X412_4;5;0;60;36.76688;2.95642;38;0
4A16X412_5;5;0;60;36.76688;2.95642;38;120
4A16X412_6;5;0;60;36.76688;2.95642;38;270
4A16X412_91;5;0;60;36.76688;2.95642;38;0
4A16X413_11;5;0;60;36.74741;2.94317;38;300
4A16X413_4;5;0;60;36.74741;2.94317;38;90
4A16X413_5;5;0;60;36.74741;2.94317;38;160
4A16X413_6;5;0;60;36.74741;2.94317;38;230
4A16X414_4;5;0;60;36.8008;2.9048;38;60
4A16X414_5;5;0;60;36.8008;2.9048;38;170
4A16X414_6;5;0;60;36.8008;2.9048;38;310
4A16X415_4;5;0;60;36.64817;3.08171;38;30
4A16X415_5;5;0;60;36.64817;3.08171;38;150
4A16X415_6;5;0;60;36.64817;3.08171;38;300
4A16X415_91;5;0;60;36.64817;3.08171;38;30
4A16X416_4;5;0;60;36.67494;3.0222;38;0
4A16X416_5;5;0;60;36.67494;3.0222;38;120
4A16X416_6;5;0;60;36.67494;3.0222;38;240
4A16X417_4;5;0;60;36.7416;2.875;38;90
4A16X417_5;5;0;60;36.7416;2.875;38;240
4A16X417_6;5;0;60;36.7416;2.875;38;340
4A16X418_4;5;0;60;36.8;2.9422;38;50
4A16X418_5;5;0;60;36.8;2.9422;38;180
4A16X418_6;5;0;60;36.8;2.9422;38;285
4A16X419_4;5;0;60;36.66415;3.15766;38;60
4A16X419_5;5;0;60;36.66415;3.15766;38;170
4A16X419_6;5;0;60;36.66415;3.15766;38;330
4A16X419_91;5;0;60;36.66415;3.15766;38;60
4A16X420_4;5;0;60;36.8131;2.98068;38;100
4A16X420_5;5;0;60;36.8131;2.98068;38;225
4A16X420_6;5;0;60;36.8131;2.98068;38;300
4A16X421_11;5;0;60;36.73364;3.30286;38;260
4A16X421_4;5;0;60;36.73364;3.30286;38;0
4A16X421_5;5;0;60;36.73364;3.30286;38;90
4A16X421_6;5;0;60;36.73364;3.30286;38;170
4A16X422_4;5;0;60;36.80155;3.0361;38;140
4A16X422_5;5;0;60;36.80155;3.0361;38;270
4A16X422_6;5;0;60;36.80155;3.0361;38;340
4A16X422_92;5;0;60;36.80155;3.0361;38;270
4A16X424_4;5;0;60;36.73001;3.05053;38;60
4A16X424_5;5;0;60;36.73001;3.05053;38;180
4A16X424_6;5;0;60;36.73001;3.05053;38;280
4A16X425_11;5;0;60;36.7242;3.0632;38;50
4A16X425_4;5;0;60;36.7242;3.0632;38;340
4A16X425_5;5;0;60;36.7242;3.0632;38;120
4A16X425_6;5;0;60;36.7242;3.0632;38;190
4A16X426_11;5;0;60;36.7043;3.06072;38;250
4A16X426_4;5;0;60;36.7043;3.06072;38;60
4A16X426_5;5;0;60;36.7043;3.06072;38;180
4A16X426_6;5;0;60;36.7043;3.06072;38;330
4A16X427_11;5;0;60;36.7206;3.04816;38;50
4A16X427_4;5;0;60;36.7206;3.04816;38;120
4A16X427_5;5;0;60;36.7206;3.04816;38;230
4A16X427_6;5;0;60;36.7206;3.04816;38;325
4A16X427_91;5;0;60;36.7206;3.04816;38;120
4A16X428_4;5;0;60;36.72764;3.15423;38;90
4A16X428_5;5;0;60;36.72764;3.15423;38;180
4A16X428_6;5;0;60;36.72764;3.15423;38;300
4A16X429_11;5;0;60;36.71862;3.19444;38;240
4A16X429_4;5;0;60;36.71862;3.19444;38;60
4A16X429_5;5;0;60;36.71862;3.19444;38;180
4A16X429_6;5;0;60;36.71862;3.19444;38;300
4A16X430_11;5;0;60;36.7083;3.1891;38;260
4A16X430_4;5;0;60;36.7083;3.1891;38;10
4A16X430_5;5;0;60;36.7083;3.1891;38;90
4A16X430_6;5;0;60;36.7083;3.1891;38;180
4A16X431_4;5;0;60;36.6861;3.1814;38;40
4A16X431_5;5;0;60;36.6861;3.1814;38;210
4A16X431_6;5;0;60;36.6861;3.1814;38;300
4A16X431_93;5;0;60;36.6861;3.1814;38;300
4A16X432_11;5;0;60;36.7207;2.9628;38;330
4A16X432_4;5;0;60;36.7207;2.9628;38;40
4A16X432_5;5;0;60;36.7207;2.9628;38;160
4A16X432_6;5;0;60;36.7207;2.9628;38;260
4A16X433_4;5;0;60;36.75306;2.98178;38;10
4A16X433_5;5;0;60;36.75306;2.98178;38;170
4A16X433_6;5;0;60;36.75306;2.98178;38;280
4A16X434_11;5;0;60;36.7443;3.03418;38;90
4A16X434_4;5;0;60;36.7443;3.03418;38;40
4A16X434_5;5;0;60;36.7443;3.03418;38;150
4A16X434_6;5;0;60;36.7443;3.03418;38;305
4A16X438_4;5;0;60;36.70861;3.1041;38;20
4A16X438_5;5;0;60;36.70861;3.1041;38;130
4A16X438_6;5;0;60;36.70861;3.1041;38;240
4A16X473_4;5;0;60;36.7018;3.11851;38;40
4A16X473_5;5;0;60;36.7018;3.11851;38;135
4A16X473_6;5;0;60;36.7018;3.11851;38;310
4A16X475_4;5;0;60;36.71365;3.16842;38;100
4A16X475_5;5;0;60;36.71365;3.16842;38;230
4A16X475_6;5;0;60;36.71365;3.16842;38;330
4A16X476_4;5;0;60;36.7592;2.9964;38;30
4A16X476_5;5;0;60;36.7592;2.9964;38;110
4A16X476_6;5;0;60;36.7592;2.9964;38;310
4A16X477_4;5;0;60;36.81224;3.23607;38;70
4A16X477_5;5;0;60;36.81224;3.23607;38;170
4A16X477_6;5;0;60;36.81224;3.23607;38;280
4A16X478_4;5;0;60;36.78628;3.23779;38;0
4A16X478_5;5;0;60;36.78628;3.23779;38;100
4A16X478_6;5;0;60;36.78628;3.23779;38;210
4A16X479_4;5;0;60;36.77004;3.24148;38;0
4A16X479_5;5;0;60;36.77004;3.24148;38;120
4A16X479_6;5;0;60;36.77004;3.24148;38;240
4A16X479_91;5;0;60;36.77004;3.24148;38;0
4A16X479_93;5;0;60;36.77004;3.24148;38;240
4A16X480_4;5;0;60;36.73285;3.25612;38;75
4A16X480_5;5;0;60;36.73285;3.25612;38;215
4A16X480_6;5;0;60;36.73285;3.25612;38;280
4A16X481_141;5;0;60;36.77103;3.29901;38;120
4A16X481_142;5;0;60;36.77103;3.29901;38;120
4A16X481_143;5;0;60;36.77103;3.29901;38;120
4A16X481_144;5;0;60;36.77103;3.29901;38;120
4A16X481_151;5;0;60;36.77103;3.29901;38;220
4A16X481_152;5;0;60;36.77103;3.29901;38;220
4A16X481_153;5;0;60;36.77103;3.29901;38;220
4A16X481_154;5;0;60;36.77103;3.29901;38;220
4A16X481_6;5;0;60;36.77103;3.29901;38;350
4A16X483_11;5;0;60;36.744192;3.201721;38;340
4A16X483_141;5;0;60;36.744192;3.201721;38;50
4A16X483_142;5;0;60;36.744192;3.201721;38;50
4A16X483_143;5;0;60;36.744192;3.201721;38;50
4A16X483_144;5;0;60;36.744192;3.201721;38;50
4A16X483_4;5;0;60;36.744192;3.201721;38;50
4A16X483_5;5;0;60;36.744192;3.201721;38;180
4A16X483_6;5;0;60;36.744192;3.201721;38;270
4A16X484_11;5;0;60;36.72859;3.08661;38;330
4A16X484_4;5;0;60;36.72859;3.08661;38;60
4A16X484_5;5;0;60;36.72859;3.08661;38;180
4A16X484_6;5;0;60;36.72859;3.08661;38;250
4A16X485_4;5;0;60;36.7374;3.1026;38;0
4A16X485_5;5;0;60;36.7374;3.1026;38;165
4A16X485_6;5;0;60;36.7374;3.1026;38;245
4A16X486_4;5;0;60;36.75137;3.20198;38;40
4A16X486_5;5;0;60;36.75137;3.20198;38;180
4A16X486_6;5;0;60;36.75137;3.20198;38;260
4A16X487_4;5;0;60;36.7299;3.3447;38;0
4A16X487_5;5;0;60;36.7299;3.3447;38;120
4A16X487_6;5;0;60;36.7299;3.3447;38;240
4A16X487_92;5;0;60;36.7299;3.3447;38;120
4A16X488_4;5;0;60;36.76292;3.01722;38;0
4A16X488_5;5;0;60;36.76292;3.01722;38;120
4A16X488_6;5;0;60;36.76292;3.01722;38;260
4A16X489_4;5;0;60;36.79193;3.00443;38;65
4A16X489_5;5;0;60;36.79193;3.00443;38;205
4A16X489_6;5;0;60;36.79193;3.00443;38;335
4A16X490_4;5;0;60;36.5916;3.14015;38;50
4A16X490_5;5;0;60;36.5916;3.14015;38;160
4A16X490_6;5;0;60;36.5916;3.14015;38;300
4A16X491_4;5;0;60;36.66285;3.18157;38;0
4A16X491_5;5;0;60;36.66285;3.18157;38;140
4A16X491_6;5;0;60;36.66285;3.18157;38;280
4A16X491_92;5;0;60;36.66285;3.18157;38;140
4A16X491_93;5;0;60;36.66285;3.18157;38;280
4A16X492_4;5;0;60;36.67021;3.10286;38;90
4A16X492_5;5;0;60;36.67021;3.10286;38;180
4A16X492_6;5;0;60;36.67021;3.10286;38;280
4A16X492_93;5;0;60;36.67021;3.10286;38;280
4A16X493_11;5;0;60;36.72977;3.1802;38;130
4A16X493_141;5;0;60;36.72977;3.1802;38;40
4A16X493_142;5;0;60;36.72977;3.1802;38;40
4A16X493_143;5;0;60;36.72977;3.1802;38;40
4A16X493_144;5;0;60;36.72977;3.1802;38;40
4A16X493_5;5;0;60;36.72977;3.1802;38;230
4A16X493_6;5;0;60;36.72977;3.1802;38;300
4A16X494_4;5;0;60;36.68888;3.0913;38;50
4A16X494_5;5;0;60;36.68888;3.0913;38;170
4A16X494_6;5;0;60;36.68888;3.0913;38;250
4A16X495_4;5;0;60;36.68783;2.98453;38;130
4A16X495_5;5;0;60;36.68783;2.98453;38;260
4A16X495_6;5;0;60;36.68783;2.98453;38;320
4A16X495_91;5;0;60;36.68783;2.98453;38;130
4A16X496_11;5;0;60;36.7016;3.01785;38;310
4A16X496_4;5;0;60;36.7016;3.01785;38;40
4A16X496_5;5;0;60;36.7016;3.01785;38;120
4A16X496_6;5;0;60;36.7016;3.01785;38;245
4A16X497_4;5;0;60;36.7218;3.13069;38;80
4A16X497_5;5;0;60;36.7218;3.13069;38;200
4A16X497_6;5;0;60;36.7218;3.13069;38;330
4A16X497_91;5;0;60;36.7218;3.13069;38;80
4A16X499_11;5;0;60;36.7293;3.07454;38;310
4A16X499_4;5;0;60;36.7293;3.07454;38;80
4A16X499_5;5;0;60;36.7293;3.07454;38;200
4A16X499_6;5;0;60;36.7293;3.07454;38;260
4A16X500_151;5;0;60;36.7052;3.07729;38;210
4A16X500_152;5;0;60;36.7052;3.07729;38;210
4A16X500_153;5;0;60;36.7052;3.07729;38;210
4A16X500_154;5;0;60;36.7052;3.07729;38;210
4A16X500_4;5;0;60;36.7052;3.07729;38;100
4A16X500_5;5;0;60;36.7052;3.07729;38;210
4A16X500_6;5;0;60;36.7052;3.07729;38;300
4A16X502_4;5;0;60;36.73386;3.0616;38;90
4A16X502_5;5;0;60;36.73386;3.0616;38;180
4A16X502_6;5;0;60;36.73386;3.0616;38;310
4A16X503_11;5;0;60;36.7757;3.0111;38;320
4A16X503_4;5;0;60;36.7757;3.0111;38;60
4A16X503_5;5;0;60;36.7757;3.0111;38;150
4A16X503_6;5;0;60;36.7757;3.0111;38;240
4A16X504_4;5;0;60;36.76004;2.96071;38;50
4A16X504_5;5;0;60;36.76004;2.96071;38;180
4A16X504_6;5;0;60;36.76004;2.96071;38;280
4A16X504_93;5;0;60;36.76004;2.96071;38;280
4A16X505_11;5;0;60;36.70499;3.09162;38;270
4A16X505_4;5;0;60;36.70499;3.09162;38;10
4A16X505_5;5;0;60;36.70499;3.09162;38;90
4A16X505_6;5;0;60;36.70499;3.09162;38;190
4A16X505_90;5;0;60;36.70499;3.09162;38;270
4A16X506_11;5;0;60;36.66978;3.14794;38;30
4A16X506_4;5;0;60;36.66978;3.14794;38;100
4A16X506_5;5;0;60;36.66978;3.14794;38;200
4A16X506_6;5;0;60;36.66978;3.14794;38;300
4A16X507_4;5;0;60;36.7403;3.34312;38;0
4A16X507_5;5;0;60;36.7403;3.34312;38;115
4A16X507_6;5;0;60;36.7403;3.34312;38;230
4A16X507_93;5;0;60;36.7403;3.34312;38;230
4A16X508_4;5;0;60;36.73153;3.18977;38;45
4A16X508_5;5;0;60;36.73153;3.18977;38;180
4A16X508_6;5;0;60;36.73153;3.18977;38;300
4A16X508_91;5;0;60;36.73153;3.18977;38;45
4A16X508_93;5;0;60;36.73153;3.18977;38;300
4A16X511_11;5;0;60;36.76763;2.96083;38;120
4A16X511_4;5;0;60;36.76763;2.96083;38;60
4A16X511_5;5;0;60;36.76763;2.96083;38;180
4A16X511_6;5;0;60;36.76763;2.96083;38;300
4A16X512_11;5;0;60;36.70894;2.91246;38;260
4A16X512_4;5;0;60;36.70894;2.91246;38;60
4A16X512_5;5;0;60;36.70894;2.91246;38;210
4A16X512_6;5;0;60;36.70894;2.91246;38;300
4A16X513_4;5;0;60;36.66726;3.09592;38;10
4A16X513_5;5;0;60;36.66726;3.09592;38;170
4A16X513_6;5;0;60;36.66726;3.09592;38;220
4A16X513_91;5;0;60;36.66726;3.09592;38;10
4A16X513_93;5;0;60;36.66726;3.09592;38;220
4A16X514_11;5;0;60;36.72344;3.17594;38;330
4A16X514_4;5;0;60;36.72344;3.17594;38;50
4A16X514_5;5;0;60;36.72344;3.17594;38;130
4A16X514_6;5;0;60;36.72344;3.17594;38;260
4A16X515_4;5;0;60;36.760458;3.014519;38;40
4A16X515_5;5;0;60;36.760458;3.014519;38;170
4A16X515_6;5;0;60;36.760458;3.014519;38;340
4A16X516_11;5;0;60;36.72177;3.18973;38;240
4A16X516_151;5;0;60;36.72177;3.18973;38;180
4A16X516_152;5;0;60;36.72177;3.18973;38;180
4A16X516_153;5;0;60;36.72177;3.18973;38;180
4A16X516_154;5;0;60;36.72177;3.18973;38;180
4A16X516_4;5;0;60;36.72177;3.18973;38;60
4A16X516_5;5;0;60;36.72177;3.18973;38;180
4A16X516_6;5;0;60;36.72177;3.18973;38;300
4A16X516_90;5;0;60;36.72177;3.18973;38;240
4A16X518_141;5;0;60;36.72132;3.22113;38;40
4A16X518_142;5;0;60;36.72132;3.22113;38;40
4A16X518_143;5;0;60;36.72132;3.22113;38;40
4A16X518_144;5;0;60;36.72132;3.22113;38;40
4A16X518_151;5;0;60;36.72132;3.22113;38;180
4A16X518_152;5;0;60;36.72132;3.22113;38;180
4A16X518_153;5;0;60;36.72132;3.22113;38;180
4A16X518_154;5;0;60;36.72132;3.22113;38;180
4A16X518_161;5;0;60;36.72132;3.22113;38;300
4A16X518_162;5;0;60;36.72132;3.22113;38;300
4A16X518_163;5;0;60;36.72132;3.22113;38;300
4A16X518_164;5;0;60;36.72132;3.22113;38;300
4A16X519_4;5;0;60;36.73676;3.04838;38;160
4A16X519_5;5;0;60;36.73676;3.04838;38;245
4A16X519_6;5;0;60;36.73676;3.04838;38;335
4A16X519_92;5;0;60;36.73676;3.04838;38;245
4A16X519_93;5;0;60;36.73676;3.04838;38;335
4A16X520_4;5;0;60;36.67031;3.11834;38;30
4A16X520_5;5;0;60;36.67031;3.11834;38;180
4A16X520_6;5;0;60;36.67031;3.11834;38;300
4A16X520_91;5;0;60;36.67031;3.11834;38;30
4A16X523_4;5;0;60;36.79225;3.23709;38;0
4A16X523_5;5;0;60;36.79225;3.23709;38;180
4A16X524_4;5;0;60;36.785714;3.313201;38;180
4A16X524_5;5;0;60;36.785714;3.313201;38;250
4A16X524_6;5;0;60;36.785714;3.313201;38;320
4A16X524_91;5;0;60;36.785714;3.313201;38;180
4A16X524_92;5;0;60;36.785714;3.313201;38;250
4A16X526_4;5;0;60;36.74363;3.09516;38;70
4A16X526_5;5;0;60;36.74363;3.09516;38;170
4A16X526_6;5;0;60;36.74363;3.09516;38;300
4A16X527_11;5;0;60;36.7276;3.22065;38;310
4A16X527_141;5;0;60;36.7276;3.22065;38;60
4A16X527_142;5;0;60;36.7276;3.22065;38;60
4A16X527_143;5;0;60;36.7276;3.22065;38;60
4A16X527_144;5;0;60;36.7276;3.22065;38;60
4A16X527_151;5;0;60;36.7276;3.22065;38;130
4A16X527_152;5;0;60;36.7276;3.22065;38;130
4A16X527_153;5;0;60;36.7276;3.22065;38;130
4A16X527_154;5;0;60;36.7276;3.22065;38;130
4A16X527_161;5;0;60;36.7276;3.22065;38;210
4A16X527_162;5;0;60;36.7276;3.22065;38;210
4A16X527_163;5;0;60;36.7276;3.22065;38;210
4A16X527_164;5;0;60;36.7276;3.22065;38;210
4A16X527_181;5;0;60;36.7276;3.22065;38;310
4A16X527_182;5;0;60;36.7276;3.22065;38;310
4A16X527_4;5;0;60;36.7276;3.22065;38;60
4A16X527_5;5;0;60;36.7276;3.22065;38;130
4A16X527_6;5;0;60;36.7276;3.22065;38;210
4A16X529_11;5;0;60;36.66498;2.94603;38;150
4A16X529_4;5;0;60;36.66498;2.94603;38;80
4A16X529_5;5;0;60;36.66498;2.94603;38;210
4A16X529_6;5;0;60;36.66498;2.94603;38;300
4A16X529_91;5;0;60;36.66498;2.94603;38;80
4A16X529_92;5;0;60;36.66498;2.94603;38;210
4A16X534_4;5;0;60;36.7194;3.03143;38;0
4A16X534_5;5;0;60;36.7194;3.03143;38;120
4A16X534_6;5;0;60;36.7194;3.03143;38;270
4A16X534_93;5;0;60;36.7194;3.03143;38;270
4A16X535_11;5;0;60;36.7376;3.10467;38;130
4A16X535_4;5;0;60;36.7376;3.10467;38;60
4A16X535_5;5;0;60;36.7376;3.10467;38;190
4A16X535_6;5;0;60;36.7376;3.10467;38;290
4A16X536_4;5;0;60;36.7225;3.11991;38;20
4A16X536_5;5;0;60;36.7225;3.11991;38;180
4A16X536_6;5;0;60;36.7225;3.11991;38;270
4A16X537_4;5;0;60;36.7192;3.13772;38;60
4A16X537_5;5;0;60;36.7192;3.13772;38;180
4A16X537_6;5;0;60;36.7192;3.13772;38;300
4A16X547_4;5;0;60;36.71279;3.21612;38;50
4A16X547_5;5;0;60;36.71279;3.21612;38;210
4A16X547_6;5;0;60;36.71279;3.21612;38;310
4A16X548_11;5;0;60;36.6464;2.9636;38;320
4A16X548_4;5;0;60;36.6464;2.9636;38;50
4A16X548_5;5;0;60;36.6464;2.9636;38;150
4A16X548_6;5;0;60;36.6464;2.9636;38;230
4A16X548_92;5;0;60;36.6464;2.9636;38;150
4A16X549_4;5;0;60;36.72781;3.05944;38;90
4A16X549_5;5;0;60;36.72781;3.05944;38;180
4A16X549_6;5;0;60;36.72781;3.05944;38;300
4A16X550_11;5;0;60;36.6705;3.0481;38;270
4A16X550_4;5;0;60;36.6705;3.0481;38;30
4A16X550_5;5;0;60;36.6705;3.0481;38;80
4A16X550_6;5;0;60;36.6705;3.0481;38;180
4A16X551_11;5;0;60;36.6659;3.1075;38;280
4A16X551_4;5;0;60;36.6659;3.1075;38;20
4A16X551_5;5;0;60;36.6659;3.1075;38;110
4A16X551_6;5;0;60;36.6659;3.1075;38;200
4A16X551_91;5;0;60;36.6659;3.1075;38;20
4A16X551_92;5;0;60;36.6659;3.1075;38;110
4A16X556_11;5;0;60;36.67366;3.1368;38;110
4A16X556_4;5;0;60;36.67366;3.1368;38;40
4A16X556_5;5;0;60;36.67366;3.1368;38;170
4A16X556_6;5;0;60;36.67366;3.1368;38;310
4A16X556_91;5;0;60;36.67366;3.1368;38;40
4A16X556_92;5;0;60;36.67366;3.1368;38;170
4A16X556_93;5;0;60;36.67366;3.1368;38;310
4A16X557_4;5;0;60;36.66014;3.16017;38;30
4A16X557_5;5;0;60;36.66014;3.16017;38;130
4A16X557_6;5;0;60;36.66014;3.16017;38;280
4A16X557_91;5;0;60;36.66014;3.16017;38;30
4A16X557_93;5;0;60;36.66014;3.16017;38;280
4A16X558_4;5;0;60;36.66313;3.17071;38;40
4A16X558_5;5;0;60;36.66313;3.17071;38;180
4A16X558_6;5;0;60;36.66313;3.17071;38;300
4A16X558_92;5;0;60;36.66313;3.17071;38;180
4A16X558_93;5;0;60;36.66313;3.17071;38;300
4A16X559_11;5;0;60;36.65941;3.14335;38;260
4A16X559_4;5;0;60;36.65941;3.14335;38;60
4A16X559_5;5;0;60;36.65941;3.14335;38;150
4A16X559_6;5;0;60;36.65941;3.14335;38;330
4A16X560_11;5;0;60;36.67761;3.19176;38;350
4A16X560_4;5;0;60;36.67761;3.19176;38;60
4A16X560_5;5;0;60;36.67761;3.19176;38;150
4A16X560_6;5;0;60;36.67761;3.19176;38;250
4A16X560_91;5;0;60;36.67761;3.19176;38;60
4A16X560_92;5;0;60;36.67761;3.19176;38;150
4A16X561_4;5;0;60;36.67582;3.16558;38;100
4A16X561_5;5;0;60;36.67582;3.16558;38;180
4A16X561_6;5;0;60;36.67582;3.16558;38;320
4A16X561_91;5;0;60;36.67582;3.16558;38;100
4A16X561_93;5;0;60;36.67582;3.16558;38;320
4A16X562_11;5;0;60;36.7312;3.13125;38;240
4A16X562_4;5;0;60;36.7312;3.13125;38;90
4A16X562_5;5;0;60;36.7312;3.13125;38;180
4A16X562_6;5;0;60;36.7312;3.13125;38;300
4A16X563_141;5;0;60;36.7268;3.11575;38;60
4A16X563_142;5;0;60;36.7268;3.11575;38;60
4A16X563_143;5;0;60;36.7268;3.11575;38;60
4A16X563_144;5;0;60;36.7268;3.11575;38;60
4A16X563_5;5;0;60;36.7268;3.11575;38;180
4A16X563_6;5;0;60;36.7268;3.11575;38;310
4A16X563_92;5;0;60;36.7268;3.11575;38;180
4A16X564_4;5;0;60;36.72597;3.11073;38;70
4A16X564_5;5;0;60;36.72597;3.11073;38;240
4A16X564_6;5;0;60;36.72597;3.11073;38;340
4A16X564_92;5;0;60;36.72597;3.11073;38;240
4A16X564_93;5;0;60;36.72597;3.11073;38;340
4A16X565_4;5;0;60;36.717592;3.11782;38;70
4A16X565_5;5;0;60;36.717592;3.11782;38;180
4A16X565_6;5;0;60;36.717592;3.11782;38;300
4A16X566_11;5;0;60;36.7081;3.12607;38;180
4A16X566_4;5;0;60;36.7081;3.12607;38;100
4A16X566_5;5;0;60;36.7081;3.12607;38;240
4A16X566_6;5;0;60;36.7081;3.12607;38;320
4A16X568_4;5;0;60;36.7169;3.146;38;45
4A16X568_5;5;0;60;36.7169;3.146;38;190
4A16X568_6;5;0;60;36.7169;3.146;38;300
4A16X569_4;5;0;60;36.72622;3.09597;38;10
4A16X569_5;5;0;60;36.72622;3.09597;38;110
4A16X569_6;5;0;60;36.72622;3.09597;38;280
4A16X570_11;5;0;60;36.77315;2.97462;38;270
4A16X570_4;5;0;60;36.77315;2.97462;38;0
4A16X570_5;5;0;60;36.77315;2.97462;38;130
4A16X570_6;5;0;60;36.77315;2.97462;38;200
4A16X570_92;5;0;60;36.77315;2.97462;38;130
4A16X571_11;5;0;60;36.78225;2.96799;38;40
4A16X571_4;5;0;60;36.78225;2.96799;38;90
4A16X571_5;5;0;60;36.78225;2.96799;38;210
4A16X571_6;5;0;60;36.78225;2.96799;38;330
4A16X572_4;5;0;60;36.77055;2.96396;38;60
4A16X572_5;5;0;60;36.77055;2.96396;38;150
4A16X572_6;5;0;60;36.77055;2.96396;38;270
4A16X573_4;5;0;60;36.76015;2.98594;38;60
4A16X573_5;5;0;60;36.76015;2.98594;38;180
4A16X573_6;5;0;60;36.76015;2.98594;38;300
4A16X573_93;5;0;60;36.76015;2.98594;38;300
4A16X574_11;5;0;60;36.7471;2.88574;38;180
4A16X574_4;5;0;60;36.7471;2.88574;38;10
4A16X574_5;5;0;60;36.7471;2.88574;38;100
4A16X574_6;5;0;60;36.7471;2.88574;38;260
4A16X574_93;5;0;60;36.7471;2.88574;38;260
4A16X575_4;5;0;60;36.76146;2.91685;38;30
4A16X575_5;5;0;60;36.76146;2.91685;38;150
4A16X575_6;5;0;60;36.76146;2.91685;38;260
4A16X576_4;5;0;60;36.75859;2.99147;38;60
4A16X576_5;5;0;60;36.75859;2.99147;38;180
4A16X576_6;5;0;60;36.75859;2.99147;38;280
4A16X577_4;5;0;60;36.7054;3.10312;38;50
4A16X577_5;5;0;60;36.7054;3.10312;38;190
4A16X577_6;5;0;60;36.7054;3.10312;38;320
4A16X578_4;5;0;60;36.71265;3.08683;38;100
4A16X578_5;5;0;60;36.71265;3.08683;38;210
4A16X578_6;5;0;60;36.71265;3.08683;38;340
4A16X579_4;5;0;60;36.72771;3.09071;38;40
4A16X579_5;5;0;60;36.72771;3.09071;38;190
4A16X579_6;5;0;60;36.72771;3.09071;38;300
4A16X580_11;5;0;60;36.732;3.07502;38;300
4A16X580_4;5;0;60;36.732;3.07502;38;10
4A16X580_5;5;0;60;36.732;3.07502;38;130
4A16X580_6;5;0;60;36.732;3.07502;38;230
4A16X581_151;5;0;60;36.72001;2.98458;38;210
4A16X581_152;5;0;60;36.72001;2.98458;38;210
4A16X581_153;5;0;60;36.72001;2.98458;38;210
4A16X581_154;5;0;60;36.72001;2.98458;38;210
4A16X581_4;5;0;60;36.72001;2.98458;38;90
4A16X581_6;5;0;60;36.72001;2.98458;38;330
4A16X582_4;5;0;60;36.73549;2.99175;38;60
4A16X582_5;5;0;60;36.73549;2.99175;38;180
4A16X582_6;5;0;60;36.73549;2.99175;38;250
4A16X583_11;5;0;60;36.65523;3.10286;38;160
4A16X583_4;5;0;60;36.65523;3.10286;38;90
4A16X583_5;5;0;60;36.65523;3.10286;38;250
4A16X583_6;5;0;60;36.65523;3.10286;38;330
4A16X583_92;5;0;60;36.65523;3.10286;38;250
4A16X583_93;5;0;60;36.65523;3.10286;38;330
4A16X584_11;5;0;60;36.67332;3.08966;38;30
4A16X584_4;5;0;60;36.67332;3.08966;38;100
4A16X584_5;5;0;60;36.67332;3.08966;38;170
4A16X584_6;5;0;60;36.67332;3.08966;38;270
4A16X584_91;5;0;60;36.67332;3.08966;38;100
4A16X585_4;5;0;60;36.6505;3.07619;38;70
4A16X585_5;5;0;60;36.6505;3.07619;38;140
4A16X585_6;5;0;60;36.6505;3.07619;38;240
4A16X586_4;5;0;60;36.68609;3.10071;38;120
4A16X586_5;5;0;60;36.68609;3.10071;38;210
4A16X586_6;5;0;60;36.68609;3.10071;38;340
4A16X587_4;5;0;60;36.66059;3.05567;38;30
4A16X587_5;5;0;60;36.66059;3.05567;38;120
4A16X587_6;5;0;60;36.66059;3.05567;38;240
4A16X587_93;5;0;60;36.66059;3.05567;38;240
4A16X588_11;5;0;60;36.66853;2.98415;38;300
4A16X588_141;5;0;60;36.66853;2.98415;38;15
4A16X588_142;5;0;60;36.66853;2.98415;38;15
4A16X588_143;5;0;60;36.66853;2.98415;38;15
4A16X588_144;5;0;60;36.66853;2.98415;38;15
4A16X588_4;5;0;60;36.66853;2.98415;38;15
4A16X588_5;5;0;60;36.66853;2.98415;38;145
4A16X588_6;5;0;60;36.66853;2.98415;38;225
4A16X589_4;5;0;60;36.6296;2.94471;38;0
4A16X589_5;5;0;60;36.6296;2.94471;38;120
4A16X589_6;5;0;60;36.6296;2.94471;38;240
4A16X589_92;5;0;60;36.6296;2.94471;38;120
4A16X590_4;5;0;60;36.64877;3.00737;38;160
4A16X590_5;5;0;60;36.64877;3.00737;38;260
4A16X590_6;5;0;60;36.64877;3.00737;38;350
4A16X591_4;5;0;60;36.76029;3.02969;38;80
4A16X591_5;5;0;60;36.76029;3.02969;38;190
